"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.192677204E1,3.919498287E-2,1.288480601E0,-8.870793325E-1
5.193680004E1,4.143066578E-2,1.337302074E0,-3.909442538E-1
5.194682804E1,2.946851239E-1,1.409060566E0,-1.445326459E-1
5.195685604E1,6.531521147E-1,1.566999416E0,-2.303697717E-1
5.196688404E1,9.126315187E-1,1.820979075E0,-2.392177784E-1
5.197691204E1,1.004375867E0,2.273744186E0,1.892813873E-1
5.198694104E1,1.094956108E0,2.651596524E0,7.545106745E-1
5.199696904E1,1.092926101E0,2.766922035E0,1.117986463E0
5.200699704E1,8.225849824E-1,2.483388501E0,1.213941611E0
5.201702504E1,3.683945397E-1,1.901918865E0,1.954510185E0
5.202705304E1,-3.559514455E-2,1.271189653E0,3.382255236E0
5.203708104E1,-5.087117086E-1,7.198657025E-1,4.730927221E0
5.204710904E1,-6.413678556E-1,2.851040225E-1,5.756369802E0
5.205713704E1,-5.960221866E-1,3.004227774E-1,6.216628119E0
5.206716504E1,-4.649433260E-1,5.629765742E-1,5.761652176E0
5.207719304E1,-3.158691477E-1,8.080878344E-1,4.666028974E0
5.208722104E1,-3.162326983E-1,8.051460271E-1,3.758517131E0
5.209724904E1,-5.112651146E-1,6.313155417E-1,3.752351242E0
5.210727704E1,-1.049397820E0,2.115144016E-1,4.268134135E0
5.211730504E1,-1.707653019E0,-4.944797319E-1,4.581041449E0
5.212733404E1,-2.012560611E0,-1.175166897E0,4.297940317E0
5.213736204E1,-1.955350722E0,-1.611496142E0,3.356236880E0
5.214739046E1,-1.867930755E0,-1.720132146E0,2.132639762E0
5.215741846E1,-1.784287212E0,-1.494407403E0,1.053636686E0
5.216744646E1,-1.437115507E0,-1.198341532E0,1.245889628E-1
5.217747446E1,-9.260486128E-1,-1.032409319E0,-4.755294907E-1
5.218750246E1,-4.965157324E-1,-8.598652945E-1,-6.004546684E-1
5.219753046E1,-9.176408283E-2,-8.187862656E-1,-4.279220456E-1
5.220755846E1,1.046926421E-1,-7.721879768E-1,-2.838472366E-2
5.221758646E1,1.082315232E-1,-8.295825646E-1,5.823739082E-1
5.222761446E1,-1.114764355E-2,-1.109063539E0,1.034621540E0
5.223764246E1,-1.740596963E-1,-1.521420370E0,1.108453748E0
5.224767046E1,-3.185693919E-1,-1.817604647E0,8.366827655E-1
5.225769846E1,-4.565831233E-1,-1.967999711E0,2.659301984E-1
5.226772646E1,-5.654777938E-1,-1.853902992E0,-3.702679145E-1
5.227775446E1,-5.775530981E-1,-1.534488020E0,-1.066302339E0
5.228778346E1,-4.217905822E-1,-1.185136765E0,-1.880541152E0
5.229781146E1,-2.688782915E-1,-8.616312267E-1,-2.611545435E0
5.230783946E1,-6.804141730E-2,-5.068754636E-1,-3.312675709E0
5.231786746E1,-1.508362368E-2,-1.062662009E-1,-4.056790034E0
5.232789546E1,1.466176169E-1,1.323524572E-1,-4.771031519E0
5.233792346E1,3.648256917E-1,3.483165899E-1,-5.024751561E0
5.234795146E1,4.374394854E-1,4.072412478E-1,-4.751626364E0
5.235797946E1,3.879964531E-1,3.846182974E-1,-4.072047173E0
5.236800746E1,2.390657508E-1,4.615713099E-1,-3.599028477E0
5.237803546E1,-7.923686184E-2,4.332286862E-1,-3.508277936E0
5.238806346E1,-2.842045015E-1,4.739641911E-1,-3.488917805E0
5.239809146E1,-4.033570156E-1,5.296475912E-1,-3.653551424E0
5.240811946E1,-3.729170687E-1,6.325004800E-1,-3.743295659E0
5.241814746E1,-3.299048772E-1,7.842212543E-1,-3.617727873E0
5.242817546E1,-4.694154228E-1,9.305356199E-1,-3.065602781E0
5.243820346E1,-3.753122344E-1,9.523713890E-1,-2.018223785E0
5.244823246E1,-1.419319506E-1,9.878332170E-1,-1.204913510E0
5.245826046E1,1.098916208E-1,1.148406603E0,-8.756410092E-1
5.246828846E1,2.383953676E-1,1.229427669E0,-8.265664977E-1
5.247831646E1,3.442326021E-1,1.089019649E0,-5.373825073E-1
5.248834446E1,1.381872841E-1,8.734320773E-1,-3.781452835E-2
5.249837246E1,-1.620774723E-1,6.991395157E-1,5.361844128E-1
5.250840046E1,-1.519743242E-1,6.394496034E-1,1.048808055E0
5.251842846E1,-5.886432197E-2,6.138265197E-1,1.282373330E0
5.252845646E1,-5.554182440E-2,5.769804364E-1,1.187320408E0
5.253848446E1,1.167882655E-2,7.646557398E-1,9.604069251E-1
5.254851246E1,1.844484809E-1,9.892279972E-1,8.111813039E-1
5.255854046E1,4.331591774E-1,1.018444341E0,1.002337893E0
5.256856846E1,5.173265576E-1,9.072886254E-1,1.772036710E0
5.257859646E1,4.925559614E-1,6.102415918E-1,2.763933815E0
5.258862446E1,5.458660132E-1,2.219005184E-1,3.369825225E0
5.259865246E1,5.700906988E-1,-5.625196874E-2,3.712240512E0
5.260868046E1,3.961621629E-1,-1.780800225E-1,3.863894482E0
5.261870946E1,3.367215613E-1,-1.163527210E-1,3.787231053E0
5.262873746E1,4.372626802E-1,-6.651573256E-3,3.905191028E0
5.263876546E1,5.273898350E-1,8.415605128E-4,4.241511177E0
5.264879346E1,2.413671418E-1,-2.688991953E-1,4.655434989E0
5.265882146E1,-1.931281974E-1,-7.493800351E-1,5.019241145E0
5.266884946E1,-4.120035857E-1,-1.356344701E0,4.816046893E0
5.267887746E1,-5.857620773E-1,-1.795112455E0,4.230880939E0
5.268890546E1,-3.474897205E-1,-1.894183584E0,3.280459889E0
5.269893346E1,1.167983154E-1,-1.734916393E0,2.060060613E0
5.270896146E1,5.782580531E-1,-1.573776923E0,1.037583740E0
5.271898946E1,1.033081530E0,-1.517960572E0,5.185994965E-1
5.272901746E1,1.246670524E0,-1.383542732E0,5.676377553E-1
5.273904546E1,1.260995910E0,-1.267510731E0,9.475453895E-1
5.274907346E1,1.268223068E0,-1.299832824E0,1.107169699E0
5.275910146E1,1.157245619E0,-1.353881561E0,9.548707813E-1
5.276912946E1,9.606795515E-1,-1.453844245E0,6.924962747E-1
5.277915746E1,6.994750728E-1,-1.580441872E0,2.911012924E-1
5.278918546E1,3.981929374E-1,-1.475594279E0,-2.693362015E-1
5.279921446E1,1.462359764E-1,-1.093137551E0,-1.180603126E0
5.280924246E1,1.549288492E-1,-7.212336586E-1,-2.280224655E0
5.281927046E1,2.024045858E-1,-4.584084778E-1,-3.207730467E0
5.282929846E1,2.641215815E-1,-1.383217335E-1,-3.765784636E0
5.283932646E1,3.598315848E-1,1.902671548E-1,-4.131611005E0
5.284935446E1,3.896513613E-1,3.908444857E-1,-4.511918589E0
5.285938246E1,4.522278978E-1,5.051035380E-1,-4.803468947E0
5.286941046E1,4.400360146E-1,5.112695731E-1,-5.057857327E0
5.287943846E1,2.011264575E-1,4.262557353E-1,-4.984075406E0
5.288946646E1,7.644649744E-3,4.061185093E-1,-4.612700613E0
5.289949446E1,-1.359325612E-1,4.262453565E-1,-4.101822950E0
5.290952246E1,-1.682060487E-1,4.418599074E-1,-3.904606891E0
5.291955046E1,-1.795300589E-1,5.314750654E-1,-3.745298331E0
5.292957846E1,-2.151407716E-1,7.528829558E-1,-3.422581143E0
5.293960646E1,-5.714863926E-2,9.970794191E-1,-3.102837265E0
5.294963446E1,1.440943971E-1,1.347756018E0,-2.659762160E0
5.295966246E1,3.706665485E-1,1.663889095E0,-2.264122007E0
5.296969046E1,4.140899453E-1,1.719282838E0,-1.950652192E0
5.297971946E1,1.095161565E-2,1.708380412E0,-1.655182444E0
5.298974746E1,-4.440832380E-1,1.591314770E0,-1.448292752E0
5.299977546E1,-6.562782555E-1,1.310581760E0,-1.135636284E0
5.300980346E1,-6.982464997E-1,1.150124222E0,-5.270183176E-1
5.301983146E1,-6.772389156E-1,1.159471362E0,4.913064480E-2
5.302985946E1,-8.437462751E-1,1.251888579E0,5.503756052E-1
5.303988746E1,-7.670632578E-1,1.391526228E0,1.028281404E0
5.304991546E1,-4.330336084E-1,1.545666434E0,1.128404447E0
5.305994346E1,1.833219051E-2,1.882649951E0,1.084732763E0
5.306997146E1,4.134621006E-1,2.347983944E0,1.179573432E0
5.307999946E1,6.698513241E-1,2.571856874E0,1.426918840E0
5.309002746E1,7.716330761E-1,2.362793041E0,2.104737434E0
5.310005546E1,6.868038641E-1,1.857260756E0,3.200629608E0
5.311008346E1,5.183001921E-1,1.293314640E0,4.208395472E0
5.312011146E1,1.519218455E-1,7.955311581E-1,5.178383644E0
5.313013946E1,-1.431101646E-1,3.751972635E-1,5.984673167E0
5.314016746E1,-2.860907402E-1,2.570828495E-1,5.847094030E0
5.315019458E1,-2.541501785E-1,2.608709682E-1,4.921453480E0
5.316022258E1,-2.524919081E-1,1.428319833E-1,4.880833458E0
5.317025158E1,-4.541729741E-1,-2.976685926E-2,5.749032131E0
5.318027958E1,-8.643008461E-1,-5.148330856E-1,6.440891059E0
5.319030758E1,-1.375407647E0,-1.269463993E0,6.685146798E0
5.320033558E1,-1.475665176E0,-1.751969505E0,6.185869426E0
5.321036358E1,-1.403251796E0,-1.943990313E0,4.526438980E0
5.322039158E1,-1.231252585E0,-1.933781513E0,2.818932726E0
5.323041958E1,-9.202741950E-1,-1.694744706E0,1.617274945E0
5.324044758E1,-8.770948463E-1,-1.273829378E0,5.932181543E-1
5.325047558E1,-7.132756712E-1,-1.044543607E0,-6.350777864E-2
5.326050358E1,-4.626431776E-1,-1.032567925E0,-4.384791934E-1
5.327053158E1,-4.025456413E-1,-9.450409540E-1,-6.951988578E-1
5.328055958E1,-4.489291911E-1,-8.773762435E-1,-8.549102908E-1
5.329058758E1,-3.221967852E-1,-8.283347688E-1,-9.313678980E-1
5.330061558E1,-1.641620412E-2,-8.038771813E-1,-1.390946769E0
5.331064358E1,1.905448245E-1,-7.849036974E-1,-1.889996100E0
5.332067158E1,2.284953737E-1,-7.561845861E-1,-2.424344487E0
5.333069958E1,2.190894695E-1,-7.958387216E-1,-3.023386468E0
5.334072758E1,1.647555336E-1,-8.936117687E-1,-3.537088337E0
5.335075558E1,1.509547160E-1,-8.637048686E-1,-3.851376763E0
5.336078358E1,1.530751356E-1,-7.476285747E-1,-3.969243767E0
5.337081158E1,1.625381964E-1,-5.692596998E-1,-3.947007975E0
5.338083958E1,5.521087199E-2,-3.700798535E-1,-3.679251691E0
5.339086858E1,-1.910829876E-1,-3.120620987E-1,-3.425795943E0
5.340089658E1,-3.181926850E-1,-4.230074608E-1,-3.318211852E0
5.341092458E1,-2.955430567E-1,-4.168892267E-1,-3.230013036E0
5.342095258E1,-3.001168949E-1,-3.226711406E-1,-3.316330218E0
5.343098058E1,-2.486939954E-1,-3.090797263E-1,-3.529095193E0
5.344100858E1,-1.750918760E-1,-3.308144116E-1,-3.495866051E0
5.345103658E1,-1.955849782E-1,-2.313605824E-1,-3.198493620E0
5.346106458E1,-9.803880304E-2,4.647849396E-2,-2.981853111E0
5.347109258E1,4.801368043E-3,3.315219247E-1,-2.973733667E0
5.348112058E1,1.460747029E-1,7.639967586E-1,-3.063181449E0
5.349114858E1,3.657775453E-1,1.185005641E0,-3.367928388E0
5.350117658E1,6.292761791E-1,1.590397342E0,-3.620973662E0
5.351120458E1,5.542432460E-1,2.058079576E0,-3.203915743E0
5.352123258E1,1.326808514E-1,2.012434749E0,-2.173180262E0
5.353126058E1,-3.887155145E-1,1.348531505E0,-8.565404946E-1
5.354128858E1,-5.701133202E-1,7.405812912E-1,2.165761900E-1
5.355131658E1,-7.735368564E-1,3.603827579E-1,7.647965115E-1
5.356134458E1,-7.559650963E-1,1.930841240E-1,1.021633705E0
5.357137258E1,-4.975056660E-1,3.104922675E-1,1.373493415E0
5.358140058E1,-1.671811049E-1,5.697395369E-1,1.582356543E0
5.359142858E1,3.097811729E-1,7.918107940E-1,1.730858279E0
5.360145758E1,5.492421225E-1,8.413267703E-1,2.063239160E0
5.361148558E1,4.246208538E-1,6.553487675E-1,2.592909189E0
5.362151358E1,2.932210542E-2,3.772379418E-1,3.347018745E0
5.363154158E1,-3.096172316E-1,-5.538965061E-2,3.965966402E0
5.364156958E1,-3.577900660E-1,-5.862392101E-1,4.218297731E0
5.365159758E1,-1.451525970E-1,-8.134172791E-1,3.947841788E0
5.366162558E1,1.232705253E-1,-6.828298040E-1,3.490469656E0
5.367165358E1,3.051990755E-1,-3.172034092E-1,3.394109881E0
5.368168158E1,5.933171184E-1,-4.089718044E-2,3.785312582E0
5.369170958E1,9.281049324E-1,-8.534771383E-2,4.162840984E0
5.370173758E1,9.147306691E-1,-2.764877848E-1,4.591255950E0
5.371176558E1,5.051712926E-1,-6.802261850E-1,4.783546314E0
5.372179358E1,1.106208417E-1,-1.318487780E0,4.676437603E0
5.373182158E1,-7.882850692E-2,-1.928891632E0,4.316377757E0
5.374184958E1,-1.688264383E-1,-2.188872581E0,3.885923867E0
5.375187758E1,-2.935575615E-1,-2.223346449E0,3.235001296E0
5.376190558E1,-2.448357102E-1,-2.179999724E0,2.313645585E0
5.377193358E1,2.522233017E-2,-1.967390431E0,1.290077037E0
5.378196158E1,3.374251275E-1,-1.608919567E0,3.238076931E-1
5.379198958E1,6.192662575E-1,-1.275592460E0,-3.690651423E-1
5.380201758E1,7.752096717E-1,-1.055314983E0,-9.690456015E-1
5.381204558E1,8.894894086E-1,-9.806464773E-1,-1.431370910E0
5.382207358E1,1.024486123E0,-8.908449394E-1,-1.829268672E0
5.383210158E1,9.296665044E-1,-6.807541886E-1,-1.982549338E0
5.384213058E1,9.311793984E-1,-5.341624457E-1,-2.001797202E0
5.385215858E1,9.079698260E-1,-4.526674622E-1,-2.000797913E0
5.386218658E1,8.065920436E-1,-3.848302589E-1,-2.263108685E0
5.387221458E1,4.854184480E-1,-3.069944631E-1,-2.601217498E0
5.388224258E1,2.824107950E-1,-2.243855850E-1,-2.932921856E0
5.389227058E1,-4.506814554E-3,-1.403435545E-1,-3.347346189E0
5.390229858E1,-4.229926966E-2,1.535274178E-2,-3.773719892E0
5.391232658E1,2.052736683E-1,2.576635511E-1,-4.087001427E0
5.392235458E1,2.992333075E-1,5.217911991E-1,-4.434823050E0
5.393238258E1,2.946206584E-1,6.756771243E-1,-4.672945645E0
5.394241058E1,1.975027918E-1,6.547172682E-1,-4.726363469E0
5.395243858E1,7.166120924E-2,5.569443673E-1,-4.585521585E0
5.396246658E1,-1.946611181E-3,4.605837882E-1,-4.460928530E0
5.397249458E1,-8.091464728E-2,4.449560080E-1,-4.491867317E0
5.398252258E1,-1.675183430E-1,4.633783188E-1,-4.172046840E0
5.399255058E1,-2.966660144E-1,5.385662030E-1,-3.612191144E0
5.400257858E1,-1.842910080E-1,6.714376737E-1,-3.025987310E0
5.401260658E1,1.256755216E-1,9.860957900E-1,-2.610613974E0
5.402263458E1,4.092112479E-1,1.404616536E0,-2.326614125E0
5.403266258E1,5.782280130E-1,1.792283279E0,-1.766467822E0
5.404269058E1,7.040334159E-1,2.003925004E0,-1.015832098E0
5.405271858E1,5.697525470E-1,2.022720879E0,-1.483526319E-1
5.406274658E1,3.004569836E-1,1.838244441E0,5.454241830E-1
5.407277458E1,-3.698838986E-2,1.399094426E0,1.069887267E0
5.408280258E1,-2.955545318E-1,1.030803308E0,1.336484633E0
5.409283058E1,-2.961794530E-1,8.705244762E-1,9.738467503E-1
5.410285858E1,8.353843912E-3,9.838152297E-1,7.373724854E-1
5.411288758E1,3.383913799E-1,1.321088622E0,1.166413103E0
5.412291558E1,5.724666783E-1,1.568989516E0,1.681096720E0
5.413294358E1,6.145112287E-1,1.543069832E0,2.214348754E0
5.414297196E1,3.436858144E-1,1.271328524E0,2.955827739E0
5.415299996E1,1.468469739E-1,8.806796280E-1,3.587602433E0
5.416302796E1,-6.575157456E-2,5.032019504E-1,4.217330017E0
5.417305596E1,-5.539712043E-1,8.416445665E-2,4.876586040E0
5.418308396E1,-8.286155813E-1,-3.165024742E-1,5.106632461E0
5.419311196E1,-1.010514420E0,-6.338604692E-1,4.812613408E0
5.420313996E1,-9.302861631E-1,-7.773374735E-1,4.795529598E0
5.421316796E1,-8.318593973E-1,-7.671333513E-1,5.427135893E0
5.422319596E1,-9.041861659E-1,-8.837279277E-1,6.152687647E0
5.423322396E1,-1.258007690E0,-1.158900308E0,6.340577397E0
5.424325196E1,-1.728779301E0,-1.603801499E0,5.949614432E0
5.425327996E1,-1.825772915E0,-1.926488134E0,4.567043799E0
5.426330796E1,-1.686740598E0,-1.851628717E0,2.824443727E0
5.427333596E1,-1.459368548E0,-1.443859978E0,1.524162129E0
5.428336396E1,-1.202331526E0,-1.121734090E0,4.730876935E-1
5.429339196E1,-8.765597530E-1,-8.489376524E-1,-3.452669746E-1
5.430341996E1,-5.780451413E-1,-5.378556933E-1,-8.128173548E-1
5.431344796E1,-2.933811948E-1,-3.606128459E-1,-1.068992643E0
5.432347596E1,-1.176859593E-1,-3.211437017E-1,-1.139191976E0
5.433350396E1,-1.294374740E-1,-3.331686468E-1,-9.148869359E-1
5.434353196E1,-2.671054888E-1,-3.670354275E-1,-6.643208814E-1
5.435355996E1,-3.921821094E-1,-5.342304195E-1,-5.432472646E-1
5.436358796E1,-5.156242139E-1,-9.043011367E-1,-4.901311576E-1
5.437361596E1,-6.522324208E-1,-1.124797739E0,-5.906699377E-1
5.438364496E1,-8.521743055E-1,-1.099316888E0,-8.905537480E-1
5.439367296E1,-9.761314767E-1,-1.045925378E0,-1.329052822E0
5.440370096E1,-8.657326830E-1,-1.012026437E0,-1.956156760E0
5.441372896E1,-5.537275947E-1,-8.862775330E-1,-2.573894044E0
5.442375696E1,-2.333182302E-1,-5.141949351E-1,-3.210388026E0
5.443378496E1,1.065484022E-1,-2.263854790E-1,-3.801597662E0
5.444381296E1,4.440548059E-1,2.316608369E-2,-3.995708849E0
5.445384096E1,6.058471169E-1,1.118421789E-1,-4.131853080E0
5.446386896E1,5.607942472E-1,1.557017049E-1,-4.144207077E0
5.447389696E1,4.965683573E-1,2.003273624E-1,-4.090117993E0
5.448392496E1,5.001616906E-1,9.814566091E-2,-4.179533030E0
5.449395296E1,5.499755095E-1,5.587935492E-2,-4.195947334E0
5.450398096E1,4.639036911E-1,1.140625128E-1,-4.075309920E0
5.451400896E1,3.723088852E-1,2.969153251E-1,-3.634234563E0
5.452403696E1,3.831602211E-1,4.764726466E-1,-3.283126220E0
5.453406496E1,5.815718894E-1,6.526676729E-1,-3.198503560E0
5.454409296E1,8.147805575E-1,8.540546970E-1,-2.994624599E0
5.455412096E1,8.769723471E-1,9.443415539E-1,-2.653431380E0
5.456414896E1,7.314322259E-1,9.544160141E-1,-2.224407719E0
5.457417696E1,5.134346509E-1,9.100542122E-1,-1.797600152E0
5.458420496E1,2.833351667E-1,8.404188439E-1,-1.129688496E0
5.459423296E1,-2.325642318E-2,7.385707261E-1,-3.509457904E-1
5.460426096E1,-4.029059029E-1,5.540400553E-1,3.024636018E-1
5.461428896E1,-6.436112130E-1,5.122608224E-1,8.140411770E-1
5.462431696E1,-5.801300392E-1,6.030188186E-1,1.055878508E0
5.463434496E1,-3.493236997E-1,7.731096442E-1,9.911521697E-1
5.464437296E1,-1.519228687E-1,9.556519693E-1,1.015205276E0
5.465440096E1,1.573744471E-1,1.136902644E0,1.392536627E0
5.466442896E1,2.293210736E-1,1.123020039E0,2.367458680E0
5.467445696E1,-1.919096377E-2,8.594505076E-1,3.693934050E0
5.468448496E1,-8.655954927E-2,3.787111478E-1,4.716419109E0
5.469451296E1,-2.633954304E-1,-5.760121375E-2,5.322086570E0
5.470454096E1,-6.403598687E-1,-1.484194364E-1,5.581494784E0
5.471456896E1,-6.620292845E-1,-6.005982175E-2,4.910443173E0
5.472459796E1,-2.217324840E-1,1.066882968E-1,3.866532746E0
5.473462596E1,2.956237482E-1,5.452152912E-1,3.296639720E0
5.474465396E1,1.015068013E0,9.085321820E-1,3.164202039E0
5.475468196E1,1.268406378E0,8.351635127E-1,3.674436509E0
5.476470996E1,1.049393288E0,3.481641237E-1,4.639451625E0
5.477473796E1,3.876334872E-1,-5.468299998E-1,4.940058736E0
5.478476596E1,-2.221030148E-1,-1.359996580E0,4.313455904E0
5.479479396E1,-4.125377654E-1,-1.827097455E0,3.346267962E0
5.480482196E1,-3.733243272E-1,-2.111624577E0,2.381522988E0
5.481484996E1,-1.933340925E-1,-2.206528980E0,1.531759416E0
5.482487796E1,7.852160119E-2,-2.124745582E0,8.379697376E-1
5.483490596E1,2.799322699E-1,-1.982520394E0,2.191378552E-1
5.484493396E1,4.174400710E-1,-1.783635394E0,-3.917114085E-1
5.485496196E1,5.250787596E-1,-1.537892122E0,-6.316741222E-1
5.486498996E1,5.429026078E-1,-1.301482908E0,-6.727250844E-1
5.487501796E1,5.122891448E-1,-1.158998688E0,-8.153579700E-1
5.488504596E1,5.573336822E-1,-1.062012530E0,-1.036918911E0
5.489507396E1,5.176466196E-1,-1.108537509E0,-1.215459548E0
5.490510196E1,2.948166863E-1,-1.115894476E0,-1.178930823E0
5.491512996E1,-9.469865419E-2,-1.064364865E0,-1.125838689E0
5.492515796E1,-4.057071577E-1,-1.078242939E0,-1.272724839E0
5.493518596E1,-4.192743791E-1,-1.027132500E0,-1.743398218E0
5.494521396E1,-3.386758469E-1,-7.756501863E-1,-2.629604561E0
5.495524196E1,-2.346730301E-1,-4.858950692E-1,-3.535430651E0
5.496526996E1,-2.267952226E-2,-2.633300147E-1,-4.192415616E0
5.497529796E1,1.860715583E-1,-1.090836818E-1,-4.797496601E0
5.498532596E1,2.427525665E-1,9.957113899E-2,-5.151257826E0
5.499535396E1,1.717749698E-1,2.301070125E-1,-5.144160476E0
5.500538196E1,1.679336415E-1,3.281599219E-1,-5.023290342E0
5.501540996E1,1.484412903E-1,4.541027344E-1,-4.858079018E0
5.502543796E1,4.257408880E-2,5.634157001E-1,-4.653508331E0
5.503546596E1,3.688189745E-2,5.904225274E-1,-4.548929125E0
5.504549396E1,1.391449483E-1,6.419198328E-1,-4.190901187E0
5.505552196E1,2.165660305E-1,8.237762795E-1,-3.808111460E0
5.506554996E1,2.382593467E-1,1.012982603E0,-3.491966543E0
5.507557796E1,4.456155009E-1,1.271244617E0,-3.043578658E0
5.508560596E1,4.649806751E-1,1.405558961E0,-2.531245623E0
5.509563396E1,5.302800407E-1,1.527244635E0,-1.882205855E0
5.510566296E1,6.421710438E-1,1.619823454E0,-8.351835394E-1
5.511569096E1,6.089657293E-1,1.707789551E0,2.039029348E-1
5.512571896E1,3.334458780E-1,1.552887161E0,1.048077153E0
5.513574696E1,-4.963942565E-2,1.317922647E0,1.632097052E0
5.514577483E1,-2.214223623E-1,1.179290061E0,1.944671659E0
5.515580283E1,4.781290166E-2,1.125177442E0,1.767881679E0
5.516583083E1,5.590487071E-1,1.180442620E0,1.638378716E0
5.517585883E1,8.115883432E-1,1.453501598E0,2.156473598E0
5.518588683E1,9.055157496E-1,1.662888490E0,3.362622625E0
5.519591483E1,7.535670070E-1,1.488663244E0,4.577068266E0
5.520594283E1,2.217895675E-1,9.860919893E-1,5.608210713E0
5.521597083E1,-3.834560902E-1,5.437260054E-1,6.577865594E0
5.522599883E1,-5.380874623E-1,2.931307147E-1,6.664961041E0
5.523602683E1,-4.891005128E-1,4.213931908E-1,5.362477967E0
5.524605483E1,-1.425504398E-1,7.424366127E-1,3.766576349E0
5.525608283E1,1.974712168E-1,1.088776771E0,3.313038821E0
5.526611083E1,9.000260912E-2,1.096504962E0,4.130825139E0
5.527613883E1,-3.092733423E-1,6.953752975E-1,5.490109820E0
5.528616683E1,-6.179428864E-1,-2.262838836E-1,6.301595179E0
5.529619483E1,-8.393145972E-1,-9.930988540E-1,5.813784197E0
5.530622283E1,-9.993351287E-1,-1.299825807E0,4.147104957E0
5.531625083E1,-8.917973777E-1,-1.394252346E0,1.922789624E0
5.532627883E1,-6.362276414E-1,-1.150408689E0,4.872771317E-1
5.533630683E1,-4.646650717E-1,-8.015828070E-1,-6.213163644E-1
5.534633483E1,-2.814351140E-1,-6.782550886E-1,-1.637768852E0
5.535636283E1,-1.891894399E-1,-5.706881015E-1,-2.339883796E0
5.536639083E1,-1.133342421E-1,-4.633865780E-1,-2.709431334E0
5.537641883E1,-7.289402157E-2,-4.523053734E-1,-2.830220776E0
5.538644683E1,-1.298446595E-1,-5.511313578E-1,-2.566730036E0
5.539647483E1,-2.686987089E-1,-6.723736668E-1,-1.945452847E0
5.540650283E1,-5.885344615E-1,-8.718276013E-1,-1.590681224E0
5.541653083E1,-9.028897651E-1,-1.300648218E0,-1.366639309E0
5.542655883E1,-1.148477500E0,-1.795903729E0,-1.095180568E0
5.543658683E1,-1.442833791E0,-1.853627734E0,-9.112944067E-1
5.544661483E1,-1.583920088E0,-1.510107469E0,-1.129352281E0
5.545664283E1,-1.248579055E0,-1.156975405E0,-1.440941632E0
5.546667083E1,-8.679092360E-1,-8.709604593E-1,-1.752257334E0
5.547669883E1,-6.071166936E-1,-5.987923050E-1,-2.272382954E0
5.548672683E1,-3.047616307E-1,-4.050768279E-1,-2.735335084E0
5.549675483E1,-1.388633318E-2,-3.475535282E-1,-2.959812031E0
5.550678283E1,1.381427356E-1,-2.446201672E-1,-3.153643137E0
5.551681083E1,2.311179230E-1,-2.522031288E-1,-3.435440925E0
5.552683883E1,3.050716062E-1,-1.908896640E-1,-3.735223578E0
5.553686683E1,3.450433917E-1,-1.602470380E-1,-4.073973246E0
5.554689483E1,2.944978669E-1,-1.539611350E-1,-4.192426726E0
5.555692283E1,1.326341468E-1,-6.071573317E-2,-4.096193250E0
5.556695083E1,8.612093501E-2,8.408910066E-2,-4.073399634E0
5.557697983E1,1.126685366E-2,2.120478138E-1,-4.189415994E0
5.558700783E1,-2.203545146E-2,3.730343784E-1,-3.980235363E0
5.559703583E1,5.417883843E-3,5.609004472E-1,-3.326716043E0
5.560706383E1,-3.352786146E-2,6.211444563E-1,-2.481568848E0
5.561709183E1,-2.055052181E-1,5.208546214E-1,-1.487183753E0
5.562711983E1,-4.151735806E-1,4.214385067E-1,-2.679831558E-1
5.563714783E1,-3.933196121E-1,5.260675603E-1,1.009855074E0
5.564717583E1,-2.941199175E-1,5.939427705E-1,1.799981139E0
5.565720383E1,-1.212142423E-1,7.069545387E-1,2.257936238E0
5.566723183E1,9.103734702E-2,8.053741416E-1,2.268758265E0
5.567725983E1,2.904733014E-1,7.223378322E-1,2.183836813E0
5.568728783E1,5.101807485E-1,6.688488190E-1,2.332894619E0
5.569731583E1,7.336299750E-1,7.410473143E-1,2.522671266E0
5.570734383E1,9.963117528E-1,7.956002283E-1,2.824166569E0
5.571737183E1,1.053020097E0,6.762934940E-1,3.126817281E0
5.572739983E1,6.153579786E-1,4.351138285E-1,4.022181534E0
5.573742783E1,2.670518406E-1,2.406507848E-1,4.931967359E0
5.574745583E1,1.377999426E-1,2.304469550E-1,4.777755817E0
5.575748383E1,2.239550838E-1,3.813383017E-1,3.608126745E0
5.576751183E1,5.845805743E-1,5.840696007E-1,2.657275339E0
5.577753983E1,9.580433343E-1,5.746861352E-1,2.766599561E0
5.578756783E1,1.184566954E0,3.808314943E-1,3.587244583E0
5.579759583E1,1.019695645E0,-3.178115197E-2,4.549823749E0
5.580762383E1,6.186893566E-1,-6.946911733E-1,4.757790499E0
5.581765183E1,1.828144399E-1,-1.333699020E0,4.044649460E0
5.582767983E1,-9.457557030E-2,-1.725078452E0,3.107938961E0
5.583770783E1,-8.219606459E-2,-1.890386840E0,2.065740014E0
5.584773583E1,2.178481787E-1,-1.815657962E0,1.016979906E0
5.585776383E1,3.977882005E-1,-1.663472334E0,2.257294214E-1
5.586779183E1,3.603232625E-1,-1.565717414E0,-2.573850775E-1
5.587781983E1,3.139495068E-1,-1.515280793E0,-4.290242457E-1
5.588784783E1,2.130710766E-1,-1.508618183E0,-2.552935284E-1
